Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
-0.778804416163864,-0.9599811368169664,-0.45371311678508863,-1.1321575244085023,0.4023670809962686,0.5797443480679697,-0.7813092618932866,-0.9614864558552039,0.7978650248203373,0.6728957751562717,0.37362107157742735,-0.49196879884645256,1.6559281153059167,0.18670028024610075,-0.5140436797042938,0.4811398610508767,DERMASON
-0.8886817854694202,-1.1874009918489148,-0.7445555675124815,-0.8294715781386244,-1.2809821856892116,-1.4863574071629297,-0.886072549227936,-1.143089056985708,-0.5027152816023155,-0.38690747890373883,0.9803837717962877,1.4157104325023255,1.0517606453480284,2.0678551528630122,1.433779008677995,0.10908529501855048,DERMASON
0.9028890181811574,1.2745756389060796,0.5399659649718165,1.0278879281923863,0.28054866725485905,0.49151279678439586,0.9060919739096065,1.1002846900213727,-0.8700771806765225,-0.497497972726565,-1.2933027287814491,-0.4030395323053908,-1.2438476378245011,-0.9495976051720828,-0.429320655060472,-0.4163567190465536,BARBUNYA
-0.1926098448671613,0.13030817069483358,0.2531601678317219,-0.8120259846519786,2.521983943492339,1.5287917687347752,-0.19083138773705632,-0.1248292958672159,-2.5430843019359735,-0.31812164363818085,-1.748668596318463,-2.095356435660841,1.0164339502092283,-1.2507490425129133,-1.939632181339943,0.20438091036665565,HOROZ
3.1485695828362568,2.919721191955847,1.3875670307054755,3.126494343339174,0.00949609506385429,0.2730816780308964,3.141400498540635,2.9924137839329026,-1.0931762378929955,-0.041632352938463485,-0.3846719606768627,-0.12880881603129277,-2.5066741603671,-1.3579619441313535,-0.16431849949914207,-0.09602097783998483,BOMBAY
-0.45923558795695574,-0.4606748152389051,-0.3145321703607375,-0.4373651439839732,-0.2793734491871963,-4.8752149188431415e-05,-0.46140828090765623,-0.4824212976071131,-0.7876569914425622,0.34494646175965116,-0.04794751651582404,0.19482621872997055,0.37477365676392715,0.2604885918026353,0.1556960355635716,0.6499033092769815,SIRA
-0.6465149289962305,-0.813297521264086,-0.47794373222864117,-0.6424322858586762,-0.5523364031199166,-0.3066819648092764,-0.6492631684920129,-0.7552525699412492,1.1745782076547133,0.5860516826726346,0.806092943816777,0.4972950358816541,0.7067696786047825,0.7398214454685628,0.4618972144335098,0.5377103038569607,DERMASON
-0.4603613107719459,-0.5802383701703587,-0.38304923149802494,-0.27423599596954096,-0.745846347518475,-0.5601596212837102,-0.46564181978006347,-0.48400260311166216,-0.4446349780974348,0.24188626491530146,0.9601658257958103,0.7267860312817825,0.13935864361353525,0.6535265954553718,0.6988073595170945,0.5217059060364201,DERMASON
-0.30282834229847216,-0.3744802706189593,-0.3503836113605187,0.12620287335934666,-1.137165870757278,-1.196801339126338,-0.3062457212824445,-0.2687794137147327,0.05888175832596131,0.437170019596625,0.8916161437440785,1.236796824521303,-0.3810552936607794,0.8468198984184797,1.2394781806297879,0.7424794504901628,SEKER
-0.4705951545445839,-0.6611603634893001,-0.5327784182616894,0.09480668243089276,-1.662827671587531,-2.4791632144950717,-0.4761920674462212,-0.4984084799551121,0.6045010642957372,0.9060663496062387,1.588391126013064,2.009344840314869,-0.3448524495506313,1.746492388816349,2.09570102081618,0.7802089530199802,SEKER
